Line number in file, origami,status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time,fit quality
001000001010111100000000010100110110000000100101,1,6,[(4  0)  (1  3)  (5  1)  (2  5)  (2  1)  (4  5)],0,8,001000001011111101000100010100111110010001100101,0010000001101001,0.02,516,1.237755983262886
001000000000000110000011100000001000000000111100,0,8,[(4  7)  (3  3)  (2  1)  (4  4)  (1  2)  (4  6)  (3  2)  (1  1)],3,2,001111001101000100001101110000111000011000000100,0011110011001000,6.309,518,1.1849453674027952
000011001100100101000000000000010100000010011000,1,7,[(4  0)  (0  1)  (4  5)  (0  6)  (5  1)  (2  5)  (1  5)],0,12,010011101100110101000100000000011100010011011000,0100111001000110,7.963,521,1.0443042268267224
010010000100011110001001011110010010000010000100,1,3,[(4  7)  (0  3)  (4  0)],3,3,001000011000010110011110100100011110001000011010,0010000101010110,0.613,522,1.0271385523460324
000010100111000000000001000110011110011100000000,1,6,[(1  5)  (5  0)  (0  2)  (5  4)  (1  7)  (3  1)],3,11,000100011110011110011010100000001010111001010100,0001000100001010,15.905,530,1.098693887190595
010111001101010110110000001000011000101010110100,0,8,[(0  6)  (5  7)  (5  1)  (1  4)  (3  5)  (2  4)  (2  6)  (1  6)],0,13,010111101101111110111010001001011000101011110101,0101111001101011,0.057,532,0.9671126319527276
000000000101011101011001000100001001110011100100,0,8,[(3  7)  (1  0)  (0  3)  (2  5)  (4  2)  (0  4)  (3  6)  (4  1)],0,12,000110001101011101011101000100111111110011100100,0001100011001001,8.706,535,1.338989885120068
010100101001101011001100010100111100001011001001,1,6,[(1  7)  (5  3)  (5  6)  (4  5)  (4  4)  (1  5)],0,13,010100101001111111001100010100111100111011011011,0101001001110110,0.015,537,1.2728346777388315
010010010001001000001000011011000001110100011000,1,7,[(4  0)  (5  1)  (1  7)  (3  3)  (4  6)  (1  4)  (4  1)],3,4,000110101111101100111110000100001101100010010010,0001101000010010,11.891,551,1.262950640557028
100100100010010000010000110110000011101000110000,0,8,[(4  7)  (4  5)  (3  5)  (4  1)  (3  2)  (4  0)  (1  7)  (2  5)],3,8,000011001111111100111111001010001010010001001001,0000110010100100,2.408,552,1.262950640557028
101000010100000101000111010110001001011100001000,1,4,[(2  0)  (0  5)  (1  2)  (4  1)],3,6,000100001110101100011010111000111000011010100101,0001000001101001,0.02,555,1.2651594298454771
